ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
21275,02/06/2014 03:15:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,614.0,6.0,21.0,41.7459074936,-87.6645378926
10840148,02/06/2014 08:00:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,332.0,3.0,5.0,,
10449245,02/06/2014 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,222.0,2.0,4.0,,
10999924,02/06/2014 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2032.0,20.0,47.0,,
9506012,02/06/2014 05:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1623.0,16.0,45.0,41.978617274,-87.761506951
9488336,02/07/2014 01:18:00 AM,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,PARKING LOT/GARAGE(NON.RESID.),True,False,2521.0,25.0,31.0,41.931587058,-87.742563371
9489535,02/07/2014 06:45:00 AM,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1712.0,17.0,39.0,41.979985254,-87.713649825
11175640,02/07/2014 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1422.0,14.0,26.0,,
9488765,02/07/2014 08:30:00 AM,THEFT,$500 AND UNDER,SIDEWALK,False,False,712.0,7.0,16.0,41.784679868,-87.649772879
10672498,02/07/2014 10:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,732.0,7.0,6.0,,
9493894,02/07/2014 12:30:00 PM,BATTERY,SIMPLE,OTHER,False,False,1833.0,18.0,42.0,41.898767916,-87.624116333
9489169,02/07/2014 01:50:00 PM,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,False,1013.0,10.0,22.0,41.851420018,-87.733145466
21276,02/07/2014 01:52:00 PM,HOMICIDE,FIRST DEGREE MURDER,HOUSE,True,False,922.0,9.0,12.0,41.8120233265,-87.6876168363
9489397,02/07/2014 06:15:00 PM,ASSAULT,SIMPLE,APARTMENT,False,False,2431.0,24.0,49.0,42.00824552,-87.670046374
9489546,02/07/2014 09:07:00 PM,BATTERY,SIMPLE,OTHER,True,False,1913.0,19.0,46.0,41.9684628916,-87.6596704425
9489887,02/07/2014 11:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,231.0,2.0,20.0,41.792464931,-87.620789905
9489617,02/07/2014 11:30:00 PM,THEFT,$500 AND UNDER,APARTMENT,False,False,1912.0,19.0,47.0,41.960366167,-87.677451671
9489673,02/08/2014 01:07:00 AM,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1812.0,18.0,43.0,41.923681903,-87.645171455
9493641,02/08/2014 09:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,1133.0,11.0,24.0,,
9516780,02/08/2014 09:00:00 AM,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,811.0,8.0,23.0,41.79907077,-87.773473887
9490009,02/08/2014 12:20:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,331.0,3.0,5.0,41.77302129,-87.574036742
9490705,02/08/2014 06:30:00 PM,THEFT,FROM BUILDING,RESTAURANT,False,False,1833.0,18.0,42.0,41.898767916,-87.624116333
12317612,02/08/2014 07:45:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,222.0,2.0,5.0,,
9490361,02/08/2014 08:00:00 PM,THEFT,$500 AND UNDER,RESIDENCE,False,True,523.0,5.0,34.0,41.661595543,-87.643068893
9490338,02/08/2014 09:50:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2521.0,25.0,31.0,41.930780586,-87.753937595
13080997,02/09/2014 12:01:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,823.0,8.0,14.0,,
9495994,02/09/2014 02:00:00 AM,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,1821.0,18.0,43.0,41.904936985,-87.635318391
21277,02/09/2014 05:30:00 AM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1113.0,11.0,28.0,41.8796016313,-87.739113326
9514535,02/09/2014 10:00:00 AM,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,934.0,9.0,16.0,41.796936817,-87.663446505
9490754,02/09/2014 10:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,621.0,6.0,21.0,41.747903314,-87.648814601
9490690,02/09/2014 10:56:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,True,True,213.0,2.0,3.0,41.817506771,-87.623054656
9490700,02/09/2014 11:09:00 AM,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,False,712.0,7.0,16.0,41.781449702,-87.652986003
9490689,02/09/2014 11:10:00 AM,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),True,False,935.0,9.0,3.0,41.794321756,-87.644004633
9490750,02/09/2014 11:11:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,631.0,6.0,8.0,41.745126764,-87.602584901
9490818,02/09/2014 12:30:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,112.0,1.0,42.0,41.880354393,-87.627731367
21278,02/09/2014 04:14:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,1233.0,12.0,2.0,41.8642766464,-87.659858479
9512579,02/09/2014 05:30:00 PM,ASSAULT,SIMPLE,OTHER,False,False,1924.0,19.0,44.0,41.9431085943,-87.6493660848
9492274,02/09/2014 07:02:00 PM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True,731.0,7.0,6.0,41.765453726,-87.628042392
9491251,02/09/2014 07:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2523.0,25.0,30.0,41.936841724,-87.723050227
10754075,02/10/2014 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,SIDEWALK,False,False,422.0,4.0,7.0,,
10900960,02/10/2014 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,324.0,3.0,5.0,,
11410056,02/10/2014 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,1724.0,17.0,33.0,,
10447977,02/10/2014 10:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,715.0,7.0,15.0,,
12069166,02/10/2014 11:40:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1134.0,11.0,28.0,,
11881683,02/10/2014 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1524.0,15.0,37.0,,
10050329,02/10/2014 12:00:00 PM,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1223.0,12.0,2.0,41.8812244236,-87.682583774
9562948,02/10/2014 02:00:00 PM,THEFT,OVER $500,RESIDENCE,False,False,1834.0,18.0,42.0,41.888993854,-87.626934833
9493976,02/10/2014 03:30:00 PM,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,True,False,931.0,9.0,12.0,41.805757152,-87.675832628
9492501,02/10/2014 07:12:00 PM,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,831.0,8.0,18.0,41.763990085,-87.690565528
12082662,02/10/2014 08:23:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1925.0,19.0,44.0,,
12458179,02/11/2014 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,False,624.0,6.0,6.0,41.7504882413,-87.6076400005
11213723,02/11/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,225.0,2.0,20.0,,
9493963,02/11/2014 12:15:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,725.0,7.0,16.0,41.77859117,-87.662962869
9492626,02/11/2014 05:40:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,731.0,7.0,17.0,41.759331691,-87.630810679
10280832,02/11/2014 08:00:00 AM,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,BANK,False,False,513.0,5.0,9.0,41.6942253834,-87.5978851419
11619994,02/11/2014 10:25:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1021.0,10.0,24.0,,
9493624,02/11/2014 01:30:00 PM,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,True,False,1133.0,11.0,24.0,41.870824869,-87.718655889
9494619,02/11/2014 03:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1115.0,11.0,28.0,41.87775797,-87.725569852
9493931,02/11/2014 06:57:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1911.0,19.0,47.0,41.959009912,-87.682164298
9493945,02/11/2014 07:46:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1022.0,10.0,24.0,41.866428839,-87.703509785
9497109,02/11/2014 08:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1034.0,10.0,25.0,41.849326298,-87.684228486
9494253,02/11/2014 10:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2524.0,25.0,30.0,41.926939485,-87.724397713
12894984,02/12/2014 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,414.0,4.0,7.0,,
9495971,02/12/2014 02:30:00 AM,THEFT,FROM BUILDING,OTHER,False,False,1922.0,19.0,47.0,41.951342728,-87.670202859
11979280,02/12/2014 09:00:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,834.0,8.0,18.0,,
10554112,02/12/2014 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,624.0,6.0,6.0,,
10175920,02/12/2014 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1925.0,19.0,44.0,41.9422498954,-87.6429869772
9501235,02/12/2014 12:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1213.0,12.0,1.0,41.902568023,-87.669921687
11874125,02/12/2014 12:05:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,823.0,8.0,16.0,,
9495419,02/12/2014 12:45:00 PM,THEFT,$500 AND UNDER,CTA BUS,False,False,715.0,7.0,15.0,41.79329893,-87.66456619
10028295,02/12/2014 03:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2431.0,24.0,49.0,42.0066399444,-87.6685839501
9494939,02/12/2014 06:00:00 PM,THEFT,FROM BUILDING,HOTEL/MOTEL,False,False,1834.0,18.0,42.0,41.888993854,-87.626934833
9495086,02/12/2014 07:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,931.0,9.0,16.0,41.803034632,-87.676278579
9494753,02/12/2014 07:11:00 PM,NARCOTICS,POSS: CRACK,STREET,True,False,713.0,7.0,16.0,41.791803761,-87.66088535
9494796,02/12/2014 07:13:00 PM,NARCOTICS,POSS: HALLUCINOGENS,SIDEWALK,True,False,225.0,2.0,3.0,41.795991039,-87.630542489
21279,02/12/2014 08:11:00 PM,HOMICIDE,FIRST DEGREE MURDER,STREET,True,False,313.0,3.0,20.0,41.7831389828,-87.6144840436
12682521,02/13/2014 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,True,True,414.0,4.0,8.0,,
9558089,02/13/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1632.0,16.0,36.0,41.944325466,-87.802037563
9494964,02/13/2014 12:40:00 AM,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,True,False,933.0,9.0,3.0,41.807639282,-87.650357819
9496081,02/13/2014 06:30:00 AM,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,831.0,8.0,15.0,41.774901658,-87.689628057
10069813,02/13/2014 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,431.0,4.0,7.0,41.7145432943,-87.5645982118
10210156,02/13/2014 09:20:00 AM,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,1531.0,15.0,37.0,,
10331444,02/13/2014 10:00:00 AM,NARCOTICS,CRIMINAL DRUG CONSPIRACY,SIDEWALK,True,False,1531.0,15.0,37.0,,
9495666,02/13/2014 12:07:00 PM,THEFT,ATTEMPT THEFT,STREET,False,False,1532.0,15.0,37.0,41.889538615,-87.748750057
9496185,02/13/2014 04:45:00 PM,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1433.0,14.0,1.0,41.912443933,-87.668397612
9721949,02/13/2014 07:00:00 PM,SEX OFFENSE,INDECENT SOLICITATION/CHILD,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,312.0,3.0,20.0,,
10308749,02/13/2014 07:45:00 PM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1831.0,18.0,42.0,41.8931838659,-87.6344877648
21280,02/13/2014 09:00:00 PM,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,1512.0,15.0,29.0,41.8862753355,-87.765078145
12241033,02/14/2014 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2011.0,20.0,40.0,,
10385537,02/14/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,621.0,6.0,17.0,,
10191903,02/14/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,633.0,6.0,6.0,41.7282988505,-87.6134838352
9496253,02/14/2014 02:33:00 AM,BATTERY,SIMPLE,SIDEWALK,True,False,1933.0,19.0,44.0,41.9393880307,-87.6540884188
9496274,02/14/2014 04:10:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1011.0,10.0,24.0,41.861835803,-87.715283861
11635297,02/14/2014 08:00:00 AM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,False,2533.0,25.0,37.0,,
10872104,02/14/2014 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,222.0,2.0,4.0,,
11268646,02/14/2014 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,332.0,3.0,5.0,,
21281,02/14/2014 10:10:00 AM,HOMICIDE,FIRST DEGREE MURDER,NURSING HOME,True,False,712.0,7.0,16.0,41.7813266219,-87.6475169644
9496888,02/14/2014 11:40:00 AM,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,2013.0,20.0,48.0,41.989243623,-87.665119726
11223287,02/14/2014 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,412.0,4.0,8.0,,
10131881,02/14/2014 02:00:00 PM,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,2535.0,25.0,26.0,41.9160439155,-87.7216317841
10304594,02/14/2014 03:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,1824.0,18.0,42.0,41.9006296485,-87.6283126379
9543513,02/14/2014 05:49:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1115.0,11.0,28.0,41.880716129,-87.726581034
9497215,02/14/2014 07:25:00 PM,NARCOTICS,POSS: CRACK,STREET,True,False,1012.0,10.0,24.0,41.858148849,-87.727378068
9497247,02/14/2014 08:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,312.0,3.0,20.0,41.779513906,-87.613189983
9497405,02/14/2014 09:55:00 PM,THEFT,POCKET-PICKING,CTA TRAIN,False,False,112.0,1.0,42.0,41.8829238,-87.6278610045
9532580,02/15/2014 12:01:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1931.0,19.0,32.0,41.936747209,-87.684298326
9497432,02/15/2014 01:31:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS,False,True,533.0,5.0,9.0,41.657831323,-87.610642614
9497677,02/15/2014 04:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1223.0,12.0,2.0,41.882219372,-87.677546419
9497667,02/15/2014 09:50:00 AM,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,1121.0,11.0,27.0,41.892843826,-87.711356267
10228950,02/15/2014 12:00:00 PM,THEFT,OVER $500,APARTMENT,False,False,421.0,4.0,7.0,41.7547725586,-87.5650785548
9518074,02/15/2014 01:39:00 PM,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PLATFORM,True,False,1214.0,12.0,27.0,41.891412551,-87.647934597
12293738,02/15/2014 02:35:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,1823.0,18.0,27.0,,
9497874,02/15/2014 03:05:00 PM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,True,False,1932.0,19.0,43.0,41.925304132,-87.65771408
21282,02/15/2014 04:38:00 PM,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,332.0,3.0,5.0,41.7691678747,-87.5844232617
9566218,02/15/2014 05:17:00 PM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,False,False,1834.0,18.0,42.0,41.888993854,-87.626934833
9498407,02/15/2014 06:13:00 PM,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,True,False,1834.0,18.0,42.0,41.888993854,-87.626934833
9508532,02/15/2014 08:14:00 PM,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,323.0,3.0,6.0,41.759544609,-87.610279546
9499333,02/16/2014 03:00:00 AM,THEFT,$500 AND UNDER,STREET,False,False,1831.0,18.0,42.0,41.89318177,-87.6345943
9500253,02/16/2014 08:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),False,False,311.0,3.0,20.0,41.783080724,-87.620549159
10400731,02/17/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,432.0,4.0,10.0,,
12106228,02/17/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,512.0,5.0,34.0,,
9498873,02/17/2014 12:05:00 AM,BATTERY,SIMPLE,BAR OR TAVERN,True,False,1831.0,18.0,42.0,41.89318177,-87.6345943
9499074,02/17/2014 06:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,513.0,5.0,9.0,41.699403785,-87.605622083
9499108,02/17/2014 10:20:00 AM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1121.0,11.0,27.0,41.893696819,-87.709247108
10833084,02/17/2014 11:00:00 AM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1021.0,10.0,24.0,,
9499159,02/17/2014 11:15:00 AM,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,712.0,7.0,16.0,41.78336233,-87.6465052992
9499300,02/17/2014 02:20:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,933.0,9.0,16.0,41.801458378,-87.654391797
9500646,02/17/2014 04:25:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,112.0,1.0,42.0,41.880354393,-87.627731367
9500444,02/17/2014 06:30:00 PM,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,ATHLETIC CLUB,False,True,424.0,4.0,10.0,41.730094592,-87.549461987
9499552,02/17/2014 08:10:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1134.0,11.0,24.0,41.873309872,-87.71077463
9499645,02/17/2014 09:30:00 PM,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,True,False,232.0,2.0,3.0,41.790279957,-87.625588479
9499966,02/17/2014 10:30:00 PM,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,513.0,5.0,9.0,41.693813813,-87.612187865
9507847,02/17/2014 10:31:00 PM,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,APARTMENT,False,False,1834.0,18.0,42.0,41.888993854,-87.626934833
10815978,02/18/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2013.0,20.0,48.0,,
9500880,02/18/2014 07:15:00 AM,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2232.0,22.0,9.0,41.709488593,-87.635616613
11213891,02/18/2014 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1513.0,15.0,29.0,,
12621681,02/18/2014 09:25:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1133.0,11.0,24.0,,
9499963,02/18/2014 09:25:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VACANT LOT/LAND,True,False,1122.0,11.0,27.0,41.888873651,-87.722228942
10298500,02/18/2014 10:00:00 AM,DECEPTIVE PRACTICE,FORGERY,BANK,False,False,1622.0,16.0,45.0,41.987206625,-87.7782801421
9500301,02/18/2014 10:36:00 AM,ASSAULT,SIMPLE,SIDEWALK,False,True,1214.0,12.0,42.0,41.8857016595,-87.6419618727
9500955,02/18/2014 11:18:00 AM,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,True,False,1122.0,11.0,27.0,,
10019722,02/18/2014 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,False,False,431.0,4.0,7.0,41.7223625979,-87.5838204701
11022314,02/18/2014 12:00:00 PM,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,False,False,1731.0,17.0,30.0,,
10576776,02/18/2014 12:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,423.0,4.0,7.0,,
9500932,02/18/2014 01:00:00 PM,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1524.0,15.0,37.0,41.893623014,-87.765347251
9800340,02/18/2014 02:00:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1132.0,11.0,24.0,,
9500534,02/18/2014 02:38:00 PM,ASSAULT,SIMPLE,SIDEWALK,True,False,1524.0,15.0,37.0,41.893623014,-87.765347251
10410370,02/18/2014 04:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,222.0,2.0,4.0,,
9500762,02/18/2014 06:40:00 PM,BATTERY,SIMPLE,SIDEWALK,False,False,1112.0,11.0,27.0,41.8972019382,-87.725238605
9502090,02/18/2014 08:30:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,735.0,7.0,17.0,41.767474984,-87.671172386
9500939,02/18/2014 10:31:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2524.0,25.0,31.0,41.928645369,-87.737805821
9501028,02/18/2014 11:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,915.0,9.0,11.0,41.82634663,-87.644780249
9501399,02/18/2014 11:12:00 PM,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,224.0,2.0,3.0,41.808411673,-87.621189091
11256152,02/19/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,212.0,2.0,4.0,,
9500973,02/19/2014 12:23:00 AM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,True,False,1833.0,18.0,42.0,41.898767916,-87.624116333
9501200,02/19/2014 05:00:00 AM,THEFT,OVER $500,RESIDENCE,False,False,1513.0,15.0,29.0,41.866471956,-87.770477835
10393705,02/19/2014 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2211.0,22.0,19.0,,
11083229,02/19/2014 09:00:00 AM,THEFT,OVER $500,RESIDENCE,False,False,1824.0,18.0,42.0,,
11183514,02/19/2014 10:35:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1011.0,10.0,24.0,,
9506135,02/19/2014 01:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1013.0,10.0,22.0,41.847596951,-87.734663977
9559401,02/19/2014 02:00:00 PM,NARCOTICS,FORFEIT PROPERTY,PARKING LOT/GARAGE(NON.RESID.),True,False,821.0,8.0,14.0,,
9502049,02/19/2014 02:26:00 PM,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,False,915.0,9.0,11.0,41.833927408,-87.641312103
9531691,02/19/2014 05:00:00 PM,THEFT,$500 AND UNDER,RESIDENCE,False,False,1633.0,16.0,38.0,41.947639505,-87.772407434
9502386,02/19/2014 05:30:00 PM,BATTERY,SIMPLE,SIDEWALK,False,False,1121.0,11.0,27.0,41.8996100955,-87.7152319668
9502335,02/19/2014 05:35:00 PM,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,True,False,1135.0,11.0,2.0,41.872895391,-87.69476278
12092757,02/19/2014 06:30:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1021.0,10.0,24.0,,
9503529,02/19/2014 10:00:00 PM,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,1931.0,19.0,32.0,41.935993336,-87.672886824
11622762,02/20/2014 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,True,321.0,3.0,20.0,,
12889560,02/20/2014 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,1135.0,11.0,28.0,,
10151402,02/20/2014 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1013.0,10.0,22.0,41.8507696843,-87.7186277054
